"Path","Ext","Bytes","Reachable","Guid"
"Assets\Images\Fantasy Wooden GUI  Free\normal_ui_set A\TextBTN_Big_Pressed.png",".png","6847","False","d6a1673a31851fd4395c287261da36e4"
"Assets\Images\Hero Knight - Pixel Art\Sprites\HeroKnight_BlockNoEffect.png",".png","1438","False","d94b5c1ffa7794547b59105c8f561da3"
"Assets\Scripts\GameObjectScripts\LogUI\GameLog.cs",".cs","1802","True","5d8229d2b6cacef4e98d3b38e49e04b7"
"Assets\Terrain Tile Hex Samples\Example Scene\Example Hexes\hexPlains02.asset",".asset","774","False","e86454722c1df5044941d9b7fa9a5616"
"Assets\Images\Tiny Swords\Units\Red Units\Archer\Archer_Shoot.png",".png","11899","False","750bc14c1e537452486c5efb15da4654"
"Assets\Scripts\Enums\Enums\TownSize.cs",".cs","94","True","7dba78a0f94b1f24cb23637682755d6c"
"Assets\Scripts\GameScriptableObjectTypes\UnitsSO.cs",".cs","845","True","9c16f4bff67ec0745984351f5595704b"
"Assets\Images\Tiny Swords\Units\Purple Units\Warrior\Warrior Purple Animations\Warrior_Run_Purple.anim",".anim","2785","False","8a3bcdc3ac1804373a38a72c06a9f4c9"
"Assets\Scripts\ScriptableObjectData\Non-Player\Towns\Merchant Village.asset",".asset","868","True","4796ae170608b7741840843093c76437"
"Assets\Scripts\TurnFlow\TurnPhaseRules.cs",".cs","909","True","d1998cd9cc3e7e2469989c65778a0f8d"
"Assets\Scripts\Managers\ShrineTracker.cs",".cs","2947","True","f0ae5a54248e45d4d9ae49eb6dcb4236"
"Assets\Scripts\GameEvents\Events\onPhaseChanged.asset",".asset","429","True","f9ca9fd1b70fe974d859c1efe0709a08"
"Assets\Terrain Tile Hex Samples\Example Scene\TileHexExampleScene.unity",".unity","50386","False","b9df4d457063c2a45a4eb2801a2daab3"
"Assets\Images\Flat 2D Weapons\Art\PNG\6. Knife\128\1. Knife.png",".png","3910","False","75032f1ea57eb32488bfef40650eb56f"
"Assets\Scripts\Log\PlayerLogCore.cs",".cs","1719","True","091f51eb522cdab47b33911744feea11"
"Assets\TextMesh Pro\Resources\Sprite Assets\siege.asset",".asset","2791","True","61ab3761cefb004459940ae85ffdb3d8"
"Assets\Scripts\Exploration\IHexPointerSource.cs",".cs","428","True","f33c8f6b908ce68459c759f7b79eedcc"
"Assets\Scripts\GameObjectScripts\PlayerScripts\PhaseHud.cs",".cs","1545","True","1fdb576c1a394b7488fdf783acc76692"
"Assets\Scripts\GameEvents\Listener\PlayerPositionListener.cs",".cs","210","True","2938a8b2b394ea242abfea3032cfc17c"
"Assets\Scripts\GameObjectScripts\CardMenuScripts\InspectorNavController.cs",".cs","9343","True","9a89ea52fc8b7e549abfe599e1c02f0b"
"Assets\Images\Tiny Swords\Units\Purple Units\Lancer\Lancer_DownRight_Defence.png",".png","8653","False","3a6b8deef1de7457cad8a9d6322c0e28"
"Assets\Scripts\CardPlay\PreviewRules.cs",".cs","1752","True","42b8b7f5f2de40c428834a46b2ef80e5"
"Assets\Images\Flat 2D Weapons\Art\PNG\5. Spear\256\1. Spear.png",".png","3999","False","40c9db6dab418ae40b6eaf4d829064ff"
"Assets\Plugins\Demigiant\DOTween\Editor\Imgs\DOTweenIcon.png",".png","1565","False","8da095e39e9b4df488dfd436f81116d6"
"Assets\Scripts\GameEvents\Listener\CardListener.cs",".cs","170","True","6e2c5400e4df069448f5dcbe8195edc4"
"Assets\Images\Flat 2D Weapons\Art\PNG\1. Collection\128\5. Sword.png",".png","4814","False","8ebb3355a613c01408ad4d213c945153"
"Assets\Scripts\GameEvents\Events\TownEvents\onClick_OpenTownMenu.asset",".asset","409","True","c29d62e8153dd004fb3e06134e5a63b0"
"Assets\Images\Tiny Swords\Units\Purple Units\Lancer\Lancer_UpRight_Defence.png",".png","7891","True","1dc8676f4320a4631b5ec103b34a56d9"
"Assets\Images\Tiny Swords\Units\Red Units\Warrior\Warrior_Attack1.png",".png","8133","False","c5a89d1d641de4f9a94ddbca13c06881"
"Assets\Images\500FreeSkillIcons\Icons\traitVengeful.png",".png","402255","True","43df2d26f635b84498d45cd48e64ba07"
"Assets\Scripts\ScriptableObjectData\Player\StartingCards\Attack.asset",".asset","996","True","85b6e17878e9f7341b3f38a935382b7a"
"Assets\Scripts\GameEvents\EventTypes\EventTypes\ToggleEvent.cs",".cs","253","True","0acae0fc78655cc4ea57559166066926"
"Assets\Scripts\GameObjectScripts\GameBoardObjects\CrystalHotspotToken.cs",".cs","2040","True","447a79f661a2fb747ac657562c918e52"
"Assets\Terrain Tile Hex Samples\Hex Samples\hexDesertYellowCactiForest00.png",".png","95112","True","c7969ced971b5034c99258e414a8bbcb"
"Assets\Scripts\GameObjectScripts\AllCrystal.cs",".cs","127","True","acfdf8718af4a7c49a01f01e47454481"
"Assets\Scripts\ScriptableObjectData\Player\Skills\Pathfinder.asset",".asset","649","True","70934f8d70ab08542ab694bbd56b5d83"
"Assets\Images\Tiny Swords\Units\Black Units\Monk\Heal.png",".png","11572","False","9a79aba3fd32843c2b56398d22ff8262"
"Assets\Images\Simple Fantasy GUI\PNG\Icons\Crystal_Icon.png",".png","12240","False","ae7e1099aaff73c4b8e6e623e8c96910"
"Assets\Images\Tiny Swords\Buildings\Black Buildings\castle.png",".png","17094","True","d0349d8d3a04044f7a4810157b116b14"
"Assets\Prefabs\UndoButton.prefab",".prefab","8142","True","a8640177aa829864095a41f190fd3cb4"
"Assets\Images\Tiny Swords\Units\Yellow Units\Lancer\Lancer_Idle.png",".png","13325","False","402bdd4018d3a420c98a285607e2b06d"
"Assets\Images\Simple Fantasy GUI\Font\MedievalSharp.ttf",".ttf","148712","True","dab90a45cedf47b4291bd9816c597551"
"Assets\Scripts\GameObjectScripts\TownMenuScripts\AssaultButton.cs",".cs","1054","True","b9d848649debf4f47a203056faa3a611"
"Assets\Scripts\GameObjectScripts\GameBoardObjects\ShrineToken.cs",".cs","4121","True","0ddf1a1c975cd1449a453b9f1021e26a"
"Assets\Terrain Tile Hex Samples\Example Scene\Example Hexes\hexUnderOcean00.asset",".asset","778","False","f7bf4c8ef33a97a42801942c6767d931"
"Assets\Images\Flat 2D Weapons\Art\PNG\2. Card\512\3. Combined.png",".png","20081","False","28bd16044e9fbc140a088211fc1e4af6"
"Assets\Scripts\Managers\HexOccupantRegistry.cs",".cs","2597","True","143db94baec2ee74fa9bb53be8f76ecb"
"Assets\Scripts\GameObjectScripts\GameBoardObjects\TownDeck.cs",".cs","1103","True","1aee30224facc124e859fa6ebc6311b0"
"Assets\Images\Tiny Swords\Buildings\Blue Buildings\Castle.png",".png","17136","False","5fef2d88b09824faba4be40a870c347e"
"Assets\Images\Simple Fantasy GUI\PNG\Icons\Sword_Icon.png",".png","1374","False","af50dc4fa7b6d314895d0f8c79adb4a5"
"Assets\Scripts\Tutorial\Tips\deck-empty.asset",".asset","625","True","a4034a6405ec7bc44af77cfe3b0b094f"
"Assets\Scripts\SaveData\Tests\SaveMigratorV3Tests.cs",".cs","1305","True","19ae167f09289bb41acb40731967391c"
"Assets\TextMesh Pro\Shaders\TMPro_Mobile.cginc",".cginc","5453","False","c334973cef89a9840b0b0c507e0377ab"
"Assets\Scripts\Shrines\ShrineLedger.cs",".cs","3480","True","b35b4cdda701ca047b46f7a68f5d47d4"
"Assets\Scripts\GameEvents\Events\Tutorial Events\onCombatStart_NotifyTutorial.asset",".asset","443","True","95778fe536433eb4eae5adef7b9e4c0e"
"Assets\Scripts\ScriptableObjectData\Player\Cards\Siege.asset",".asset","1019","True","cd1247f5ec0e04d4bb9e7cbc84bfcd5a"
"Assets\Scripts\UiLanguage\UiLock.cs",".cs","514","True","e86637c4c78df394bb692a9e143f80f7"
"Assets\Images\Images\purple_crystal_hex.png",".png","56148","True","657e2aa32d8719d44b528935ce114656"
"Assets\Images\Flat 2D Weapons\Art\PNG\1. Collection\256\1. Card.png",".png","8890","False","b4d8d7ae55d4f1047a40ae9d7deee821"
"Assets\Scripts\GameObjectScripts\GameBoardObjects\TownToken.cs",".cs","4949","True","3a8a78cd8e7a729478a1de29a66c127a"
"Assets\Terrain Tile Hex Samples\Tile Samples\base00.png",".png","27182","False","591295cd5f5d94941a03995981cb232c"
"Assets\Scripts\SaveData\MapDelta.cs",".cs","492","True","4de24e11df4d30e43becefb4cbfd5dd0"
"Assets\Images\Hero Knight - Pixel Art\Animations\HeroKnight_Death.anim",".anim","2356","False","d2566ec8b252342449771d8abf45a00a"
"Assets\Scripts\GameObjectScripts\PlayerScripts\PlayerAvatar.cs",".cs","4969","True","da7aa913801d36e4fb09b27a5cac7965"
"Assets\Prefabs\Menu\Divider.prefab",".prefab","4035","True","b01567a0c8518434cacf5d82714c9c9d"
"Assets\Scripts\ScriptableObjectData\Non-Player\Towns\CastleBrune.asset",".asset","1005","True","3ed13b013dad59f4d96ebd3e2bafd6eb"
"Assets\Scripts\GameObjectScripts\UnitMenuScripts\UnitOptionList.cs",".cs","1470","True","e13c49e64ea2e4245a7e37b873100852"
"Assets\Images\Flat 2D Weapons\Art\PNG\7. Knives\128\1. Knives.png",".png","7273","True","5c29dbf4e8934174b884d74a386e1a90"
"Assets\Scripts\ScriptableObjectData\Non-Player\Enemies\DungeonEnemies\Demon.asset",".asset","675","True","9e035bd7315514d42ba884d064901bb0"
"Assets\Scripts\GameEvents\UnityEvents\UnityPlayerEvent.cs",".cs","189","True","e141f8ceb7fab074c9b8d5170cd5bd91"
"Assets\Images\Fantasy Wooden GUI  Free\normal_ui_set A\UI board Medium stone.png",".png","316073","True","9a6560e5bacb40847bb1b879ede354fb"
"Assets\Scripts\ScriptableObjectData\Player\Cards\Expand Mind.asset",".asset","1064","True","a102cb51544b67c4d87d42e30923124b"
"Assets\Scripts\GameEvents\Events\Card Events\OnImprovAttack_SetPlayerStats.asset",".asset","418","True","38372e7cddfe55040a5d25fe086a7b7a"
"Assets\Images\EVil Wizard\Sprites\Idle.png",".png","5046","True","6fc66c021eec74942b4e71a3fde4dc04"
"Assets\Scripts\MapMode\Tests\MapCameraRulesTests.cs",".cs","3211","True","80d6c533a63d5834e935dc1e4e3fa627"
"Assets\Terrain Tile Hex Samples\Example Scene\Example Hexes\hexForestPineSnowCovered00.asset",".asset","789","False","7b29b5f8953ef96419abfd39edfa73b5"
"Assets\Images\Tiny Swords\Units\Red Units\Archer\Archer Animations Red\Archer_Red.controller",".controller","3636","False","098910b1e815348e6bba028403bec1e8"
"Assets\Scripts\GameObjectScripts\GameBoardObjects\EnemyCardDefeatFx.cs",".cs","3253","True","8498f676f80ffa64dacea3c6411be524"
"Assets\Scripts\TilemapScripts\PlainsRuleTile.asset",".asset","1354","True","c34e42dd190dcc0489c933484b2e07dc"
"Assets\Scripts\GameEvents\UnityEvents\UnityEmpowerColorEvent.cs",".cs","200","True","cfdeee40d16e13247a55dcc82966efc6"
"Assets\Images\Tiny Swords\Units\Yellow Units\Warrior\Warrior_Attack1.png",".png","8127","False","f14d034ef5d7140fd97bc02541c6db83"
"Assets\Scripts\Tutorial\Tips\doom-band.asset",".asset","663","True","e2eb05f9d62e2104d928e7a749d13e10"
"Assets\Images\Simple Fantasy GUI\PNG\Character Panel\CharacterDemo.png",".png","109322","False","50392d800eebceb43a34250d81f4bd1e"
"Assets\Images\Flat 2D Weapons\Art\PNG\3. Button\512\2. Combined.png",".png","24420","False","ecc515e128c9e9444a605ce181666c28"
"Assets\Images\Tiny Swords\Units\Purple Units\Warrior\Warrior_Idle.png",".png","9829","False","0505cf46dcd784e559fa26016d355ac0"
"Assets\Scripts\GameEvents\Events\ToggleEvents\OnToggle_SetExploreListenerCommand.asset",".asset","423","False","666f701d4e88c6f448bf92e1e270cb41"
"Assets\Images\Tiny Swords\Units\Blue Units\Monk\Monk Blue Animations\Monk_Heal_Blue.anim",".anim","3744","False","7a056e6c840d74b7c9124a28376f83bc"
"Assets\TextMesh Pro\Resources\Sprite Assets\traitLeech.asset",".asset","2807","True","747761aee01a8c640a69b4162b36b068"
"Assets\Scripts\SaveData\Tests\SaveSerializerTests.cs",".cs","2258","True","74b00bbf58d2af84296bbe02a73003c8"
"Assets\Images\Simple Fantasy GUI\PSD\Menu_Bar.psd",".psd","661237","False","b2d37404366e75e438141a075599a322"
"Assets\TextMesh Pro\Resources\Fonts & Materials\LiberationSans SDF - Fallback.asset",".asset","535749","True","2e498d1c8094910479dc3e1b768306a4"
"Assets\Scripts\Doom\ArchonsRise.Doom.asmdef",".asmdef","372","True","67cfe31e97d9bbc49b8bfe411abc2060"
"Assets\Scripts\ScriptableObjectData\Non-Player\Enemies\WanderingMystic.asset",".asset","806","True","f399ee2a44cbc454fa93885e7fa7511b"
"Assets\Scripts\ScriptableObjectData\Player\Rewards\Units\Footsoldier.asset",".asset","725","True","89b1af18d3c43da44ba8ca698a2a941d"
"Assets\Images\Tiny Swords\Units\Black Units\Lancer\Lancer Black Animations\Lancer_ Down_Attack_Black.anim",".anim","2209","False","9d9662415865f477aa32a800d6f6bf90"
"Assets\Images\Tiny Swords\Units\Purple Units\Lancer\Lancer Purple Animations\Lancer_ Right_Defence_Purple.anim",".anim","2801","False","ce66403b1c8894e6d9b1981f1d3d7a11"
"Assets\Scripts\SaveData\ContentRegistry.cs",".cs","1536","True","ccb4ce8872633784ab1c398fbdfca33a"
"Assets\Images\Tiny Swords\Units\Black Units\Lancer\Lancer_UpRight_Attack.png",".png","5863","False","5222783948785456eb1d3d9f97f1f8de"
"Assets\Scripts\GameObjectScripts\ShrineMenuScripts\ShrineSlotButton.cs",".cs","1180","True","133078ad30e4f7440843beb087fd4bc4"
"Assets\Animations\PlayerWalk.anim",".anim","1351","False","71e637a0f5511644b8b8cc27806ff0e5"
"Assets\Scripts\ScriptableObjectData\Non-Player\Enemies\MercenaryBand.asset",".asset","800","True","256d8eda38889d84c8b72ff62bcbfdee"
"Assets\Prefabs\EndTurnButton.prefab",".prefab","7657","True","bbb9fb5d19b3c784f987c4ddfc63ffd0"
"Assets\Scripts\Tutorial\Rail\end-turn.asset",".asset","828","True","5ed21610309b839478e35e1bbf47b542"
"Assets\Scripts\SaveData\Tests\ArchonsRise.SaveData.Tests.asmdef",".asmdef","546","True","d4fe952fb32dd0549ac77307c289952b"
"Assets\Images\IconArt\UI Assets\Ability_Skill_Icons\UI_Skill_Icon_Heal.png",".png","71329","True","bb67b03c2969d104caba950c446f8c8d"
"Assets\Scripts\Enums\Enums\SkillEffect.cs",".cs","631","True","5779c9bd887815a43b60aacdacf43dc6"
"Assets\Images\Simple Fantasy GUI\PNG\Login Panel\LoginButton_Hover.png",".png","1791","True","11068e6cb0f18044e93ad0154715d958"
"Assets\Scripts\GameScriptableObjectTypes\LevelRewardsSO.cs",".cs","600","True","5cd9764d6afded641a06422f13d70bac"
"Assets\Scripts\Doom\DoomTuning.cs",".cs","1871","True","52b3af5ac81de1540a5a1f5195b2f2b2"
"Assets\Images\Images\Floor Tiles 1 - diffuse.jpg",".jpg","155648","True","85ac55597b97403c82fc6601a93cf241"
"Assets\Images\Tiny Swords\Units\Blue Units\Monk\Monk Blue Animations\Monk_Idle_Blue.anim",".anim","2781","False","14b1b15df0b7343b2a299bf60410c489"
"Assets\Scripts\GameObjectScripts\PlayerScripts\ToughnessLabel.cs",".cs","375","True","6537c7e93d7785e4fae545b8c82aac58"
"Assets\Scripts\Exploration\Tests\ArchonsRise.Exploration.Tests.asmdef",".asmdef","573","True","353fbc9deb0d88647961146bafc5c7e0"
"Assets\Tests\EditMode\SpawnRulesTests.cs",".cs","4609","True","63a3a337f8148d942875eeafd16f3d91"
"Assets\Scripts\Tutorial\Rail\fight-siege.asset",".asset","810","True","8d3904c859c3fe0498c36a7db1926b71"
"Assets\Scripts\ScriptableObjectData\Player\Cards\Browbeat.asset",".asset","1058","True","58fe6115ac0eaf345b403e7218efe5c7"
"Assets\TextMesh Pro\Resources\LineBreaking Following Characters.txt",".txt","269","True","fade42e8bc714b018fac513c043d323b"
"Assets\Scripts\SaveData\Tests\SaveMigratorV9Tests.cs",".cs","1552","True","72ddb331cff50624d84af1a6ab7addcb"
"Assets\Images\Hero Knight - Pixel Art\Demo\SlideDust.prefab",".prefab","3399","False","8b8c8cc6774fb074cb9139cc631b108e"
"Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile Masking.shader",".shader","8273","False","bc1ede39bf3643ee8e493720e4259791"
"Assets\Images\Tiny Swords\Units\Red Units\Lancer\Lancer Red Animations\Lancer_ Run_Red.anim",".anim","2784","False","fb8e0a52f1af047299903fe6fd1c9379"
"Assets\Images\IconArt\UI Assets\Ability_Skill_Icons\UI_Skill_Icon_Fly.png",".png","72006","True","ee40d72ece864764f9d17d015aedb524"
"Assets\Scripts\TilemapScripts\ShrineRuleTile.cs",".cs","171","True","29f579bb0fbbcd34e98e26cdb09e2b4c"
"Assets\Images\IconArt\UI Assets\Ability_Skill_Icons\UI_Skill_Icon_Dash.png",".png","109603","True","c67fbf9375ad5c34399c2849430ca7f7"
"Assets\Scripts\Exploration\Tests\HexActionRulesTests.cs",".cs","3974","True","a6553f11b9efef24abfe87b1e1e7dcf3"
"Assets\URP2D.asset",".asset","4706","True","aa696e4fba54fcb4c8eb4945127c9eda"
"Assets\Scripts\UiLanguage\ArchonsRise.UiLanguage.asmdef",".asmdef","316","True","c62741cf38448bc46a2d2d64717c43b2"
"Assets\Images\Tiny Swords\Buildings\Yellow Buildings\House3.png",".png","4461","False","255d981ca436d413d84f7803cad52e4b"
"Assets\Images\Flat 2D Weapons\Art\PNG\7. Knives\512\2. Shadow.png",".png","9426","False","9656c81299942e445aff2e75d645440d"
"Assets\TextMesh Pro\Resources\Sprite Assets\army.asset",".asset","2805","True","2d01a28532f7bbe458914e9413467deb"
"Assets\Images\Tiny Swords\Units\Yellow Units\Lancer\Lancer_Run.png",".png","11241","False","ad940911e227041e4ac6ec87b315afc9"
"Assets\Images\Tiny Swords\Buildings\Yellow Buildings\Castle.png",".png","17151","False","ba6e4899ce2184481b037df5cb76ef31"
"Assets\Terrain Tile Hex Samples\Example Scene\Example Hexes\hexPlainsCastle00.asset",".asset","780","False","dbbbdca9982f71b47bb6c10be306325d"
"Assets\Images\500FreeSkillIcons\Icons\toughness.png",".png","387654","True","760363cc6bb085745a1fa6636c17ee11"
"Assets\Images\RPG_inventory_icons\sword.png",".png","41542","True","5fd50594014b70e48bd6993443d46b32"
"Assets\Scripts\ScriptableObjectData\Player\Rewards\Units\Mercenaries.asset",".asset","772","True","01a9990fd166e094d9b6d2ed4cbe52c7"
"Assets\Images\Simple Fantasy GUI\PNG\Login Panel\LoginButton_Pressed.png",".png","1966","True","b75aa2349cb309240afa0694dffe6027"
"Assets\Images\Images\Gold_Background.jpg",".jpg","1063553","True","3e2da5f23de07e8459a2e0c2524eb650"
"Assets\Scripts\GameEvents\Events\TownEvents\onCardButtonClick_OpenCardSelectMenu.asset",".asset","425","True","56bb7bc4901443e4eacfd6032aed5d0b"
"Assets\Terrain Tile Hex Samples\Example Scene\Example Hexes\hexJungle00.asset",".asset","774","False","9fe82e7bc0a6d86449e7f59d0d9f92ba"
"Assets\Images\Tiny Swords\Units\Red Units\Monk\Heal.png",".png","11554","False","b4fc8029638e545698c1d10bb521aaee"
"Assets\Scripts\GameEvents\Events\afterRoundEndShuffle_DrawCards.asset",".asset","419","True","00b627a30a8df50488ff38676f147070"
"Assets\Images\Simple Fantasy GUI\PNG\Character Panel\Character_Box.png",".png","24187","False","81c655d952ad6ca498cc4b1491740ee0"
"Assets\Images\Fantasy Wooden GUI  Free\normal_ui_set A\Close Button.png",".png","10724","False","11277a3f23988ec47908362d708edaa8"
"Assets\Scripts\GameEvents\Events\Card Events\OnOpenCardMenu_MaxCard.asset",".asset","411","True","2e79cc5ceacf4fe48be8fe6c2b851f3c"
"Assets\Scripts\GameEvents\Events\Card Events\onPlay_TriggerAdditionalEffects.asset",".asset","420","True","fc58dab97f1a15544adf6a28109f35ca"
"Assets\Images\Tiny Swords\Buildings\Red Buildings\Tower.png",".png","6464","False","da5bd5128607d42b58a0100672bc61d3"
"Assets\Scenes\MainMenu.unity",".unity","36986","True","e4f09afdac0985e4398e099a4629bab8"
"Assets\Terrain Tile Hex Samples\Hex Samples\hexOceanCalm00.png",".png","67460","True","34b549b6c7edca14a95fa5ed50ce9591"
"Assets\Images\Tiny Swords\Units\Black Units\Lancer\Lancer Black Animations\Lancer_ Down_Defence_Black.anim",".anim","2795","False","9291a2427ca0c4bf49d533b9e091fc9e"
"Assets\Images\Tiny Swords\Buildings\Yellow Buildings\Monastery.png",".png","11334","False","1b31b5c18d1114c22b3cc92b7cecc6a3"
"Assets\Scripts\CardList\CardListPlan.cs",".cs","660","True","89b3739a95161ff458e10cdad752176c"
"Assets\Animations\PlayerAnim.anim",".anim","3040","True","e67bc1da880f3f24992dadde7ed00d2e"
"Assets\Tests\EditMode\TurnPhaseRulesTests.cs",".cs","1150","True","60aa8556c249c2941b3c7a36bd37c456"
"Assets\Scripts\Places\PlaceAction.cs",".cs","3213","True","0c4ae531bd9fa6147ac68543dc426377"
"Assets\Images\Tiny Swords\Units\Yellow Units\Lancer\Lancer_Up_Defence.png",".png","6944","False","d00014c169b1b4997bbad4516877177f"
"Assets\Images\Simple Fantasy GUI\PNG\Inventory\Title_Box.png",".png","6312","False","9aa2c942e55346b48883bf78aba327ca"
"Assets\Scripts\Enums\Enums\EmpowerType.cs",".cs","135","True","c539b617f6298e1488bf4b98724718e0"
"Assets\Scripts\CardPlay\ArchonsRise.CardPlay.asmdef",".asmdef","254","True","b7bb319000aa12744aeb9706e9a9798c"
"Assets\Images\Tiny Swords\Units\Extra\Heal Effect\Heal_Effect.png",".png","9658","False","104b54f3748eb417ea1085bf0eafaf1f"
"Assets\Scripts\ScriptableObjectData\Player\Cards\Rage.asset",".asset","990","True","abde18bcea62c94438fe53fddbc97f57"
"Assets\Images\Tiny Swords\Units\Yellow Units\Lancer\Lancer Yellow Animations\Lancer_ Up_Defence_Yellow.anim",".anim","2790","False","e9eae08a10e2f4fad9771485a180d024"
"Assets\Images\Tiny Swords\Units\Purple Units\Archer\Archer Purple Animations\Archer_Shoot_Purple.anim",".anim","3172","False","48826a799063c42d985849cd57dc313d"
"Assets\Scripts\ScriptableObjectData\Non-Player\Dungeons\Sunken Crypt.asset",".asset","829","True","e72e3a3ac66fd854a89b3d3fefdd3a71"
"Assets\Images\Simple Fantasy GUI\PNG\Character Panel\Nickname_Slot.png",".png","2083","False","4e919d44466f0624191cd947ff906d2a"
"Assets\Scripts\GameEvents\EventTypes\BaseCode\IGameEventListener.cs",".cs","163","True","ee93d4f3b3423c44298f083539522dd5"
"Assets\Images\Tiny Swords\Units\Blue Units\Warrior\Warrior Blue Animations\Warrior_Attack1_Blue.anim",".anim","2399","False","ef35be526c89c4019a8314d5f8ccacf5"
"Assets\TextMesh Pro\Resources\Sprite Assets\traitWarlord.asset",".asset","2837","True","f8eb6f7214a95d941a71f9f1308b481f"
"Assets\Images\Flat 2D Weapons\Art\PNG\3. Button\512\1. Button.png",".png","12936","False","4d665a980985abf42baa745dfb189eb7"
"Assets\Tests\EditMode\ConvertRulesTests.cs",".cs","3616","True","7f6d7e7984d72374db6ab50f045c34c8"
"Assets\Terrain Tile Hex Samples\Hex Samples\hexPlainsCastle00.png",".png","140397","True","77831ffc42dba984e91698f5b4d56780"
"Assets\Images\IconArt\UI Assets\Ability_Skill_Icons\UI_Skill_Icon_SpiritArrows.png",".png","93698","False","0825dfa25de4551469e65496af7b3c71"
"Assets\Images\Flat 2D Weapons\Art\PNG\2. Card\128\1. Card.png",".png","3893","False","fcd494eeeee0efb41bd1adf90eb34b1c"
"Assets\Scripts\UnitPlay\UnitOption.cs",".cs","569","True","09cc07236ac1e1f458c45c3bcb17a432"
"Assets\Images\Tiny Swords\Units\Black Units\Lancer\Lancer_Idle.png",".png","13249","False","31e15b074d7344a3b99376dd4f70eb1d"
"Assets\Terrain Tile Hex Samples\Example Scene\Example Tiles\oceanCalm00.asset",".asset","774","False","718ab1ce3feed114db83785b89793aab"
"Assets\Scripts\GameEvents\UnityEvents\UnitySkillEvent.cs",".cs","107","True","8d9f2be2a4df03a4b95193e8a38ae20a"
"Assets\Scripts\GameEvents\Events\PlayerEvents\PlayerIntEvent\OnExploreEvent_GetCurrentExplore.asset",".asset","421","True","60182f260d3819b45ad77db35cdb4d58"
"Assets\Images\Tiny Swords\Units\Yellow Units\Lancer\Lancer Yellow Animations\Lancer_ UpRight_Attack_Yellow.anim",".anim","2213","False","5fd51dd3c440249d29e017c9dbc573b4"
"Assets\Materials\UIPulseGlow.mat",".mat","1603","True","e2ff3e3fd6e7449469bbf8d513bce080"
"Assets\Images\Tiny Swords\Units\Extra\Heal Effect\Heal.controller",".controller","2016","False","eaf0d76f18d0b44dd93b9e3af21dc023"
"Assets\Scripts\GameEvents\Events\EndRoundEvent.asset",".asset","402","True","6beeb1f7807ed7349955a385ea09339d"
"Assets\Tests\EditMode\HarnessSmokeTest.cs",".cs","170","True","63e7608a491ee814e8a40cf7fbc3bb30"
"Assets\Scripts\Doom\SpawnRules.cs",".cs","3804","True","106b2cca6a271784cbebf74b29ffcb99"
"Assets\Images\Tiny Swords\Units\Blue Units\Monk\Monk Blue Animations\Monk_Run_Blue.anim",".anim","2392","False","81f3de873193348f18457d7fc0bb74f6"
"Assets\Prefabs\SkillToken.prefab",".prefab","10627","True","6bbed9d6f53b30b4f952cdbf02719bfc"
"Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile SSD.shader",".shader","3064","False","c8d12adcee749c344b8117cf7c7eb912"
"Assets\Images\Simple Fantasy GUI\PNG\Loading Bar\LoadingDemo.png",".png","492259","False","3337066f7ea9437419b50a86e0fb6ddd"
"Assets\Images\Simple Fantasy GUI\PNG\Icons\Helmet_Icon.png",".png","1329","False","f8fceb41b68ef0a4ea35add24f4635e0"
"Assets\Images\Fantasy Wooden GUI  Free\normal_ui_set A\TextBTN_Medium.png",".png","7211","True","efee20b64d1e73942a29ba61ce3379c3"
"Assets\Scripts\GameEvents\Events\Card Events\OnCloseCardMenu_MinCard.asset",".asset","412","True","d081b38f20f63ab4fb863ba7311cde5c"
"Assets\Tests\EditMode\ShrineRewardMessageTests.cs",".cs","1605","True","2587b402c0ab03247925a51761f6b7b4"
"Assets\Scripts\Doom\RunEndRules.cs",".cs","1051","True","3be5d946907805147ab8db0cec736bcc"
"Assets\Scripts\ScriptableObjectData\Non-Player\Enemies\DungeonEnemies\MageKiller.asset",".asset","726","True","f0a98594f36e54a4e98700da19e5dcb9"
"Assets\Images\IconArt\UI Assets\Ability_Skill_Icons\UI_Skill_Icon_Blackhole.png",".png","97598","False","eed44235dcbd621438f7c0c4f05e2356"
"Assets\Scripts\GameObjectScripts\CardListScripts\CardListController.cs",".cs","3123","True","d41f710dbf2a90e4ca54b45cf95b4e1a"
"Assets\Images\Tiny Swords\Units\Blue Units\Lancer\Lancer Blue Animations\Lancer_ UpRight_Attack_Blue.anim",".anim","2211","False","3732d760434284d35ac34741b9bd3b4b"
"Assets\Images\Simple Fantasy GUI\PNG\Quest Panel\Quest_Box.png",".png","33507","False","6d20ba642c3809649a3ffc929fc3bbc1"
"Assets\Scripts\UiLanguage\IconConcept.cs",".cs","499","True","4a9784a6b9450f44e8934feaa99a9398"
"Assets\TextMesh Pro\Shaders\TMP_SDF-URP Unlit.shadergraph",".shadergraph","277012","False","124c112a6e8f1a54e8b0870e881b56d8"
"Assets\Scripts\Leveling\LevelRules.cs",".cs","2329","True","5f0c63909a04d6142bc8c94d9b8aed6f"
"Assets\Images\Hero Knight - Pixel Art\Animations\BlockFlash_AnimController.controller",".controller","2112","False","10404af511fc2ec42a4f9a8af2e53bb7"
